shipment_id,order_id,carrier_id,lane_id,promised_delivery_ts,actual_delivery_ts,shipping_cost,late_penalty_cost,on_time_flag
SHP-001638,ORD-001638,CR-REG,LN-020,2024-01-20T08:36:00,2024-01-20T10:40:12,16.41,5.3,0
SHP-001639,ORD-001639,CR-STD,LN-003,2025-05-29T17:03:00,2025-06-02T00:50:27,17.86,16.64,0
SHP-001640,ORD-001640,CR-ECO,LN-025,2025-08-03T23:14:00,2025-07-31T06:21:21,5.58,0.0,1
SHP-001641,ORD-001641,CR-EXP,LN-016,2025-07-02T22:12:00,2025-07-04T10:37:02,21.69,10.31,0
SHP-001642,ORD-001642,CR-EXP,LN-012,2025-08-22T21:28:00,2025-08-27T07:18:02,24.72,20.43,0
SHP-001643,ORD-001643,CR-EXP,LN-023,2025-12-10T13:30:00,2025-12-12T11:35:02,25.86,11.72,0
SHP-001644,ORD-001644,CR-REG,LN-005,2024-04-19T06:12:00,2024-04-19T10:18:58,13.54,5.6,0
SHP-001645,ORD-001645,CR-EXP,LN-018,2024-01-14T05:17:00,2024-01-17T03:53:58,26.72,15.3,0
SHP-001646,ORD-001646,CR-ECO,LN-007,2025-05-21T11:40:00,2025-05-16T08:03:05,6.93,0.0,1
SHP-001647,ORD-001647,CR-STD,LN-006,2025-07-15T17:34:00,2025-07-15T08:59:20,13.68,0.0,1
SHP-001648,ORD-001648,CR-STD,LN-002,2025-04-28T03:03:00,2025-04-29T21:22:33,16.41,11.17,0
SHP-001649,ORD-001649,CR-ECO,LN-024,2024-08-15T18:06:00,2024-08-13T23:38:59,10.54,0.0,1
SHP-001650,ORD-001650,CR-ECO,LN-005,2025-03-30T02:20:00,2025-03-29T18:05:00,11.89,0.0,1
SHP-001651,ORD-001651,CR-STD,LN-021,2025-08-26T21:07:00,2025-08-30T00:58:59,15.01,16.06,0
SHP-001652,ORD-001652,CR-STD,LN-006,2025-08-12T22:20:00,2025-08-11T20:43:52,16.79,0.0,1
SHP-001653,ORD-001653,CR-EXP,LN-002,2024-05-23T15:55:00,2024-05-26T08:10:22,23.89,14.37,0
SHP-001654,ORD-001654,CR-STD,LN-001,2025-06-09T06:25:00,2025-06-06T05:07:26,15.6,0.0,1
SHP-001655,ORD-001655,CR-REG,LN-018,2024-08-23T19:07:00,2024-08-27T00:25:45,18.68,16.27,0
SHP-001656,ORD-001656,CR-STD,LN-003,2025-05-19T15:16:00,2025-05-23T02:08:31,15.32,17.09,0
SHP-001657,ORD-001657,CR-REG,LN-004,2024-06-26T01:33:00,2024-06-28T23:51:22,19.24,15.25,0
SHP-001658,ORD-001658,CR-EXP,LN-024,2025-01-30T15:24:00,2025-02-02T13:14:17,21.94,15.18,0
SHP-001659,ORD-001659,CR-STD,LN-024,2025-06-20T02:21:00,2025-06-21T07:36:21,16.56,9.27,0
SHP-001660,ORD-001660,CR-EXP,LN-008,2024-05-30T01:30:00,2024-06-03T23:06:22,23.11,22.15,0
SHP-001661,ORD-001661,CR-REG,LN-010,2025-03-27T22:56:00,2025-03-29T23:31:17,14.52,12.09,0
SHP-001662,ORD-001662,CR-REG,LN-007,2025-09-18T14:26:00,2025-09-16T17:52:02,13.85,0.0,1
SHP-001663,ORD-001663,CR-REG,LN-019,2024-08-31T01:57:00,2024-08-29T15:52:50,13.44,0.0,1
SHP-001664,ORD-001664,CR-STD,LN-005,2024-02-10T09:48:00,2024-02-09T13:49:40,12.92,0.0,1
SHP-001665,ORD-001665,CR-STD,LN-023,2025-10-18T08:49:00,2025-10-18T18:39:43,12.24,6.44,0
SHP-001666,ORD-001666,CR-EXP,LN-001,2024-08-05T14:28:00,2024-08-05T14:24:35,21.32,0.0,1
SHP-001667,ORD-001667,CR-EXP,LN-003,2024-04-14T06:07:00,2024-04-16T15:49:25,27.57,13.42,0
SHP-001668,ORD-001668,CR-EXP,LN-015,2024-04-19T22:22:00,2024-04-20T19:55:36,21.52,8.14,0
SHP-001669,ORD-001669,CR-ECO,LN-010,2025-09-15T02:17:00,2025-09-17T14:34:49,9.7,13.79,0
SHP-001670,ORD-001670,CR-REG,LN-010,2025-08-13T08:32:00,2025-08-14T17:59:17,15.73,9.88,0
SHP-001671,ORD-001671,CR-STD,LN-022,2025-07-23T07:09:00,2025-07-23T04:02:28,11.31,0.0,1
SHP-001672,ORD-001672,CR-EXP,LN-004,2024-07-03T02:32:00,2024-07-05T16:17:22,22.6,14.01,0
SHP-001673,ORD-001673,CR-ECO,LN-017,2024-09-10T06:06:00,2024-09-09T06:59:53,12.71,0.0,1
SHP-001674,ORD-001674,CR-EXP,LN-016,2024-01-08T09:49:00,2024-01-08T22:34:32,26.03,6.86,0
SHP-001675,ORD-001675,CR-EXP,LN-011,2025-12-30T03:35:00,2025-12-30T07:07:45,23.08,5.52,0
SHP-001676,ORD-001676,CR-ECO,LN-025,2024-10-11T08:07:00,2024-10-07T08:55:31,8.87,0.0,1
SHP-001677,ORD-001677,CR-ECO,LN-020,2025-05-15T15:40:00,2025-05-12T20:32:59,9.06,0.0,1
SHP-001678,ORD-001678,CR-ECO,LN-017,2024-06-24T16:57:00,2024-06-23T22:35:57,11.24,0.0,1
SHP-001679,ORD-001679,CR-STD,LN-020,2024-04-18T22:43:00,2024-04-19T02:43:21,17.11,5.58,0
SHP-001680,ORD-001680,CR-REG,LN-003,2025-11-26T20:09:00,2025-11-29T19:41:08,17.16,15.43,0
SHP-001681,ORD-001681,CR-REG,LN-019,2025-03-04T11:49:00,2025-03-03T16:37:15,11.18,0.0,1
SHP-001682,ORD-001682,CR-STD,LN-006,2025-12-05T23:49:00,2025-12-04T23:04:09,12.39,0.0,1
SHP-001683,ORD-001683,CR-REG,LN-007,2024-09-15T12:52:00,2024-09-14T08:08:43,14.91,0.0,1
SHP-001684,ORD-001684,CR-STD,LN-024,2025-01-08T07:17:00,2025-01-07T07:34:59,17.72,0.0,1
SHP-001685,ORD-001685,CR-EXP,LN-014,2024-09-26T10:48:00,2024-09-27T23:52:11,25.33,10.41,0
SHP-001686,ORD-001686,CR-ECO,LN-014,2025-12-08T07:02:00,2025-12-06T17:12:28,12.62,0.0,1
SHP-001687,ORD-001687,CR-REG,LN-002,2024-07-23T19:36:00,2024-07-28T12:30:53,15.33,21.47,0
SHP-001688,ORD-001688,CR-STD,LN-007,2024-02-20T07:45:00,2024-02-17T09:16:35,11.48,0.0,1
SHP-001689,ORD-001689,CR-REG,LN-008,2024-11-25T22:12:00,2024-11-26T21:46:10,17.88,8.44,0
SHP-001690,ORD-001690,CR-ECO,LN-011,2024-01-25T03:28:00,2024-01-23T01:54:20,11.97,0.0,1
SHP-001691,ORD-001691,CR-REG,LN-006,2025-04-10T05:31:00,2025-04-11T13:07:26,13.99,9.61,0
SHP-001692,ORD-001692,CR-REG,LN-019,2024-12-03T17:41:00,2024-12-02T18:04:51,11.26,0.0,1
SHP-001693,ORD-001693,CR-EXP,LN-022,2024-05-26T09:22:00,2024-05-28T05:10:40,23.01,11.39,0
SHP-001694,ORD-001694,CR-STD,LN-019,2024-12-06T10:43:00,2024-12-04T03:41:40,13.39,0.0,1
SHP-001695,ORD-001695,CR-STD,LN-023,2024-09-17T17:55:00,2024-09-16T21:03:43,14.84,0.0,1
SHP-001696,ORD-001696,CR-REG,LN-013,2025-05-16T05:40:00,2025-05-15T17:01:51,16.51,0.0,1
SHP-001697,ORD-001697,CR-ECO,LN-025,2025-05-23T02:36:00,2025-05-17T17:33:19,11.19,0.0,1
SHP-001698,ORD-001698,CR-STD,LN-007,2024-11-16T03:56:00,2024-11-13T01:05:39,9.77,0.0,1
SHP-001699,ORD-001699,CR-STD,LN-012,2024-01-28T22:27:00,2024-02-02T01:16:26,13.93,19.41,0
SHP-001700,ORD-001700,CR-ECO,LN-009,2024-08-06T20:11:00,2024-08-08T13:11:23,12.24,10.98,0
SHP-001701,ORD-001701,CR-STD,LN-016,2024-06-26T00:02:00,2024-06-25T16:59:21,12.12,0.0,1
SHP-001702,ORD-001702,CR-ECO,LN-019,2024-08-29T18:51:00,2024-08-25T01:35:19,8.03,0.0,1
SHP-001703,ORD-001703,CR-EXP,LN-002,2025-02-20T10:05:00,2025-02-24T11:08:19,28.6,19.15,0
SHP-001704,ORD-001704,CR-EXP,LN-005,2024-03-18T23:05:00,2024-03-19T03:34:31,22.53,5.66,0
SHP-001705,ORD-001705,CR-EXP,LN-003,2025-02-23T23:32:00,2025-02-27T20:25:22,23.19,18.55,0
SHP-001706,ORD-001706,CR-REG,LN-009,2025-11-17T07:04:00,2025-11-19T13:05:59,13.7,12.88,0
SHP-001707,ORD-001707,CR-EXP,LN-024,2025-02-14T13:42:00,2025-02-15T17:49:34,27.5,9.1,0
SHP-001708,ORD-001708,CR-ECO,LN-022,2025-02-05T01:13:00,2025-02-03T12:06:32,9.43,0.0,1
SHP-001709,ORD-001709,CR-STD,LN-006,2024-04-25T07:14:00,2024-04-23T19:33:37,16.52,0.0,1
SHP-001710,ORD-001710,CR-STD,LN-010,2025-07-27T15:35:00,2025-07-31T00:41:15,13.97,16.83,0
SHP-001711,ORD-001711,CR-ECO,LN-021,2025-03-29T09:23:00,2025-04-01T15:32:35,8.5,16.4,0
SHP-001712,ORD-001712,CR-ECO,LN-019,2025-10-09T19:53:00,2025-10-05T09:43:38,8.53,0.0,1
SHP-001713,ORD-001713,CR-EXP,LN-017,2024-02-21T15:47:00,2024-02-22T22:27:44,22.59,9.47,0
SHP-001714,ORD-001714,CR-ECO,LN-020,2024-12-09T02:16:00,2024-12-09T19:55:57,7.56,7.58,0
SHP-001715,ORD-001715,CR-ECO,LN-013,2024-11-08T04:19:00,2024-11-03T15:45:16,7.9,0.0,1
SHP-001716,ORD-001716,CR-REG,LN-022,2024-01-16T15:24:00,2024-01-18T00:24:40,13.3,9.81,0
SHP-001717,ORD-001717,CR-REG,LN-003,2024-08-31T13:24:00,2024-09-01T08:03:59,16.13,7.72,0
SHP-001718,ORD-001718,CR-ECO,LN-016,2025-07-27T23:35:00,2025-07-26T22:41:55,9.96,0.0,1
SHP-001719,ORD-001719,CR-REG,LN-010,2025-08-05T14:30:00,2025-08-09T13:52:32,19.48,18.91,0
SHP-001720,ORD-001720,CR-REG,LN-006,2025-06-12T11:23:00,2025-06-12T11:26:32,14.45,5.01,0
SHP-001721,ORD-001721,CR-STD,LN-021,2025-01-25T01:38:00,2025-01-25T13:26:25,18.13,6.72,0
SHP-001722,ORD-001722,CR-EXP,LN-003,2024-10-28T18:40:00,2024-11-01T15:03:19,27.07,18.47,0
SHP-001723,ORD-001723,CR-REG,LN-003,2025-09-13T05:58:00,2025-09-17T19:46:22,16.58,21.01,0
SHP-001724,ORD-001724,CR-EXP,LN-008,2024-05-17T08:44:00,2024-05-20T15:27:42,28.66,16.48,0
SHP-001725,ORD-001725,CR-REG,LN-008,2025-04-30T13:32:00,2025-05-05T02:04:05,16.13,20.83,0
SHP-001726,ORD-001726,CR-EXP,LN-003,2024-05-06T20:23:00,2024-05-09T03:28:04,27.0,13.03,0
SHP-001727,ORD-001727,CR-ECO,LN-017,2025-11-10T16:47:00,2025-11-09T01:03:26,7.94,0.0,1
SHP-001728,ORD-001728,CR-REG,LN-023,2025-05-18T03:56:00,2025-05-17T11:56:31,12.93,0.0,1
SHP-001729,ORD-001729,CR-STD,LN-007,2024-12-26T23:37:00,2024-12-24T11:15:38,13.69,0.0,1
SHP-001730,ORD-001730,CR-EXP,LN-001,2024-08-08T12:31:00,2024-08-08T09:38:10,20.14,0.0,1
SHP-001731,ORD-001731,CR-STD,LN-001,2024-01-21T20:12:00,2024-01-18T18:59:05,11.33,0.0,1
SHP-001732,ORD-001732,CR-REG,LN-007,2024-07-27T13:52:00,2024-07-25T19:15:20,14.65,0.0,1
SHP-001733,ORD-001733,CR-REG,LN-022,2025-02-12T11:36:00,2025-02-12T13:32:18,14.01,5.28,0
SHP-001734,ORD-001734,CR-EXP,LN-005,2025-10-29T15:05:00,2025-10-29T23:46:09,23.21,6.27,0
SHP-001735,ORD-001735,CR-ECO,LN-008,2024-10-27T22:48:00,2024-10-29T15:37:27,12.26,10.95,0
SHP-001736,ORD-001736,CR-STD,LN-020,2025-02-06T15:02:00,2025-02-06T05:59:36,11.67,0.0,1
SHP-001737,ORD-001737,CR-REG,LN-003,2025-11-23T02:54:00,2025-11-26T01:39:08,18.92,15.32,0
SHP-001738,ORD-001738,CR-REG,LN-017,2025-12-18T19:29:00,2025-12-20T19:34:24,16.15,12.01,0
SHP-001739,ORD-001739,CR-EXP,LN-016,2024-12-04T13:44:00,2024-12-06T15:41:08,25.02,12.28,0
SHP-001740,ORD-001740,CR-ECO,LN-018,2024-03-15T17:49:00,2024-03-16T17:49:19,12.4,8.5,0
SHP-001741,ORD-001741,CR-EXP,LN-021,2025-08-06T17:27:00,2025-08-09T02:00:27,25.78,13.25,0
SHP-001742,ORD-001742,CR-REG,LN-003,2025-12-03T10:19:00,2025-12-05T23:16:19,15.02,13.89,0
SHP-001743,ORD-001743,CR-REG,LN-011,2025-06-24T09:49:00,2025-06-24T13:16:04,15.28,5.5,0
SHP-001744,ORD-001744,CR-EXP,LN-002,2024-03-03T08:56:00,2024-03-06T22:42:11,25.98,17.51,0
SHP-001745,ORD-001745,CR-STD,LN-022,2024-02-22T01:10:00,2024-02-21T22:57:15,16.5,0.0,1
SHP-001746,ORD-001746,CR-REG,LN-020,2025-02-27T08:11:00,2025-02-27T12:08:39,17.34,5.58,0
SHP-001747,ORD-001747,CR-REG,LN-018,2024-06-12T09:46:00,2024-06-15T05:07:26,16.58,14.82,0
SHP-001748,ORD-001748,CR-EXP,LN-003,2024-05-25T06:43:00,2024-05-29T09:54:06,28.28,19.46,0
SHP-001749,ORD-001749,CR-EXP,LN-021,2025-04-21T18:07:00,2025-04-24T10:20:54,24.61,14.37,0
SHP-001750,ORD-001750,CR-EXP,LN-007,2024-11-15T19:44:00,2024-11-15T07:31:34,23.3,0.0,1
SHP-001751,ORD-001751,CR-REG,LN-014,2024-08-24T21:00:00,2024-08-24T22:30:03,15.02,5.22,0
SHP-001752,ORD-001752,CR-EXP,LN-016,2025-11-01T13:26:00,2025-11-03T09:05:28,22.82,11.37,0
SHP-001753,ORD-001753,CR-ECO,LN-011,2025-07-31T14:07:00,2025-07-29T08:16:12,6.39,0.0,1
SHP-001754,ORD-001754,CR-ECO,LN-017,2025-10-28T21:17:00,2025-10-30T01:26:22,10.14,9.11,0
SHP-001755,ORD-001755,CR-REG,LN-023,2025-07-13T14:25:00,2025-07-12T22:09:23,16.01,0.0,1
SHP-001756,ORD-001756,CR-ECO,LN-015,2025-01-26T20:20:00,2025-01-26T07:53:59,12.45,0.0,1
SHP-001757,ORD-001757,CR-STD,LN-004,2025-08-12T11:21:00,2025-08-13T17:30:26,14.61,9.4,0
SHP-001758,ORD-001758,CR-STD,LN-017,2025-09-25T02:33:00,2025-09-25T05:31:56,15.7,5.43,0
SHP-001759,ORD-001759,CR-REG,LN-024,2025-10-02T06:01:00,2025-10-03T06:38:04,14.44,8.59,0
SHP-001760,ORD-001760,CR-ECO,LN-013,2025-05-16T08:40:00,2025-05-12T08:07:27,9.78,0.0,1
SHP-001761,ORD-001761,CR-ECO,LN-013,2024-01-13T20:55:00,2024-01-09T19:53:58,8.67,0.0,1
SHP-001762,ORD-001762,CR-REG,LN-001,2026-01-03T18:25:00,2026-01-01T14:59:14,15.21,0.0,1
SHP-001763,ORD-001763,CR-REG,LN-025,2024-09-12T03:25:00,2024-09-10T10:48:00,12.05,0.0,1
SHP-001764,ORD-001764,CR-EXP,LN-009,2024-10-21T07:21:00,2024-10-24T02:23:19,25.56,14.78,0
SHP-001765,ORD-001765,CR-ECO,LN-009,2025-08-24T16:03:00,2025-08-24T22:08:40,12.11,5.89,0
SHP-001766,ORD-001766,CR-ECO,LN-003,2024-01-25T15:38:00,2024-01-29T02:08:03,14.0,17.03,0
SHP-001767,ORD-001767,CR-EXP,LN-020,2025-01-07T12:37:00,2025-01-09T11:30:21,25.25,11.84,0
SHP-001768,ORD-001768,CR-STD,LN-015,2025-04-18T22:04:00,2025-04-19T06:43:00,13.98,6.26,0
SHP-001769,ORD-001769,CR-EXP,LN-012,2024-04-22T04:31:00,2024-04-26T14:34:33,25.27,20.47,0
SHP-001770,ORD-001770,CR-REG,LN-022,2024-09-25T01:38:00,2024-09-26T02:09:52,16.77,8.58,0
SHP-001771,ORD-001771,CR-REG,LN-012,2024-04-14T22:38:00,2024-04-19T08:41:50,18.31,20.47,0
SHP-001772,ORD-001772,CR-STD,LN-005,2024-01-31T18:56:00,2024-01-30T18:30:37,14.85,0.0,1
SHP-001773,ORD-001773,CR-REG,LN-012,2025-07-24T10:35:00,2025-07-28T12:02:55,17.32,19.21,0
SHP-001774,ORD-001774,CR-ECO,LN-004,2025-01-31T08:21:00,2025-01-30T18:06:34,8.51,0.0,1
SHP-001775,ORD-001775,CR-EXP,LN-013,2025-07-19T19:09:00,2025-07-20T12:39:57,22.49,7.55,0
SHP-001776,ORD-001776,CR-STD,LN-002,2025-03-06T06:41:00,2025-03-08T12:38:00,15.32,12.87,0
SHP-001777,ORD-001777,CR-ECO,LN-017,2024-02-23T10:01:00,2024-02-23T01:25:40,12.16,0.0,1
SHP-001778,ORD-001778,CR-ECO,LN-008,2024-08-20T04:29:00,2024-08-20T02:24:26,13.61,0.0,1
SHP-001779,ORD-001779,CR-STD,LN-001,2025-10-31T11:13:00,2025-10-28T15:00:49,10.59,0.0,1
SHP-001780,ORD-001780,CR-REG,LN-013,2025-06-30T21:52:00,2025-06-30T19:44:59,13.98,0.0,1
SHP-001781,ORD-001781,CR-STD,LN-013,2025-07-25T21:45:00,2025-07-24T00:19:47,14.44,0.0,1
SHP-001782,ORD-001782,CR-STD,LN-012,2025-07-08T14:12:00,2025-07-12T05:48:55,17.05,17.78,0
SHP-001783,ORD-001783,CR-REG,LN-007,2024-01-31T03:31:00,2024-01-28T15:31:18,14.15,0.0,1
SHP-001784,ORD-001784,CR-REG,LN-010,2025-11-17T00:43:00,2025-11-19T04:27:14,18.72,12.55,0
SHP-001785,ORD-001785,CR-REG,LN-022,2025-11-16T21:38:00,2025-11-16T20:59:33,14.84,0.0,1
SHP-001786,ORD-001786,CR-EXP,LN-002,2025-02-04T05:51:00,2025-02-06T20:49:28,24.2,14.18,0
SHP-001787,ORD-001787,CR-REG,LN-011,2025-06-16T01:51:00,2025-06-16T11:02:36,15.46,6.34,0
SHP-001788,ORD-001788,CR-STD,LN-002,2025-12-17T11:14:00,2025-12-19T23:06:15,15.48,13.73,0
SHP-001789,ORD-001789,CR-REG,LN-018,2025-08-06T22:02:00,2025-08-10T03:59:10,13.89,16.37,0
SHP-001790,ORD-001790,CR-ECO,LN-001,2025-06-13T15:26:00,2025-06-08T07:47:08,5.4,0.0,1
SHP-001791,ORD-001791,CR-EXP,LN-006,2025-08-31T16:41:00,2025-09-01T04:31:56,26.89,6.73,0
SHP-001792,ORD-001792,CR-ECO,LN-005,2025-09-28T13:52:00,2025-09-28T15:40:13,7.28,5.26,0
SHP-001793,ORD-001793,CR-EXP,LN-018,2024-04-29T03:17:00,2024-05-01T22:49:04,22.32,14.85,0
SHP-001794,ORD-001794,CR-REG,LN-008,2025-07-12T03:06:00,2025-07-17T08:58:38,15.55,23.36,0
SHP-001795,ORD-001795,CR-STD,LN-025,2024-11-14T03:36:00,2024-11-12T05:18:43,12.15,0.0,1
SHP-001796,ORD-001796,CR-ECO,LN-024,2024-12-15T06:41:00,2024-12-16T10:03:02,12.02,8.99,0
SHP-001797,ORD-001797,CR-REG,LN-016,2024-12-14T22:04:00,2024-12-14T06:46:56,14.82,0.0,1
SHP-001798,ORD-001798,CR-REG,LN-019,2025-06-10T21:33:00,2025-06-09T16:06:32,11.15,0.0,1
SHP-001799,ORD-001799,CR-ECO,LN-022,2025-07-19T17:23:00,2025-07-17T16:44:17,10.23,0.0,1
SHP-001800,ORD-001800,CR-EXP,LN-008,2024-08-20T01:10:00,2024-08-23T22:29:33,25.67,18.61,0
SHP-001801,ORD-001801,CR-STD,LN-003,2025-04-03T16:00:00,2025-04-06T23:44:58,18.71,16.63,0
SHP-001802,ORD-001802,CR-EXP,LN-009,2025-08-21T08:27:00,2025-08-22T23:02:00,25.01,10.63,0
SHP-001803,ORD-001803,CR-EXP,LN-019,2025-06-20T22:05:00,2025-06-20T15:17:14,23.83,0.0,1
SHP-001804,ORD-001804,CR-EXP,LN-001,2025-04-11T11:35:00,2025-04-11T12:23:17,24.01,5.12,0
SHP-001805,ORD-001805,CR-ECO,LN-003,2025-11-30T20:44:00,2025-12-04T03:22:42,11.77,16.47,0
SHP-001806,ORD-001806,CR-ECO,LN-022,2025-03-11T01:16:00,2025-03-07T16:06:21,7.91,0.0,1
SHP-001807,ORD-001807,CR-STD,LN-020,2024-01-09T22:53:00,2024-01-09T04:52:18,15.49,0.0,1
SHP-001808,ORD-001808,CR-REG,LN-010,2024-03-20T15:36:00,2024-03-22T06:41:39,18.13,10.7,0
SHP-001809,ORD-001809,CR-ECO,LN-023,2025-08-08T07:41:00,2025-08-08T11:15:31,10.11,5.52,0
SHP-001810,ORD-001810,CR-EXP,LN-004,2024-02-05T01:01:00,2024-02-06T11:06:16,23.26,9.97,0
SHP-001811,ORD-001811,CR-REG,LN-002,2024-07-29T11:58:00,2024-08-04T03:09:33,20.45,24.72,0
SHP-001812,ORD-001812,CR-STD,LN-003,2024-05-09T10:42:00,2024-05-11T23:54:16,17.42,13.93,0
SHP-001813,ORD-001813,CR-ECO,LN-021,2025-01-04T15:34:00,2025-01-03T11:50:32,9.45,0.0,1
SHP-001814,ORD-001814,CR-STD,LN-019,2024-04-19T02:04:00,2024-04-16T06:35:47,10.84,0.0,1
SHP-001815,ORD-001815,CR-ECO,LN-002,2025-01-02T13:28:00,2025-01-07T18:35:16,10.48,23.25,0
SHP-001816,ORD-001816,CR-ECO,LN-024,2024-12-25T15:10:00,2024-12-25T14:16:19,9.16,0.0,1
SHP-001817,ORD-001817,CR-ECO,LN-013,2025-03-21T05:24:00,2025-03-17T18:19:17,7.28,0.0,1
SHP-001818,ORD-001818,CR-REG,LN-014,2024-05-16T19:44:00,2024-05-18T23:14:30,17.76,12.51,0
SHP-001819,ORD-001819,CR-EXP,LN-021,2025-07-14T21:54:00,2025-07-17T17:38:55,28.13,14.88,0
SHP-001820,ORD-001820,CR-EXP,LN-020,2024-09-01T10:09:00,2024-09-03T09:01:45,25.81,11.84,0
SHP-001821,ORD-001821,CR-REG,LN-024,2024-10-03T21:38:00,2024-10-04T08:28:28,17.5,6.58,0
SHP-001822,ORD-001822,CR-REG,LN-012,2025-09-14T02:40:00,2025-09-18T00:34:03,20.06,18.69,0
SHP-001823,ORD-001823,CR-REG,LN-006,2025-09-17T03:56:00,2025-09-16T15:38:13,14.09,0.0,1
SHP-001824,ORD-001824,CR-STD,LN-021,2025-10-15T21:34:00,2025-10-19T02:07:31,18.39,16.16,0
SHP-001825,ORD-001825,CR-EXP,LN-013,2025-12-06T06:09:00,2025-12-06T12:22:09,25.1,5.91,0
SHP-001826,ORD-001826,CR-STD,LN-004,2025-03-24T15:32:00,2025-03-26T06:55:21,18.01,10.74,0
SHP-001827,ORD-001827,CR-EXP,LN-018,2025-10-12T08:48:00,2025-10-15T11:06:54,27.19,15.84,0
SHP-001828,ORD-001828,CR-REG,LN-021,2026-01-01T01:07:00,2026-01-04T18:34:59,16.97,18.05,0
SHP-001829,ORD-001829,CR-REG,LN-008,2025-07-31T10:37:00,2025-08-02T15:58:07,15.8,12.78,0
SHP-001830,ORD-001830,CR-ECO,LN-001,2025-01-06T15:04:00,2025-01-01T11:00:52,8.93,0.0,1
SHP-001831,ORD-001831,CR-ECO,LN-019,2024-06-14T16:34:00,2024-06-09T21:19:21,6.19,0.0,1
SHP-001832,ORD-001832,CR-ECO,LN-022,2025-08-06T01:17:00,2025-08-03T04:52:31,8.73,0.0,1
SHP-001833,ORD-001833,CR-REG,LN-004,2024-02-20T14:42:00,2024-02-21T08:36:03,18.51,7.61,0
SHP-001834,ORD-001834,CR-ECO,LN-008,2025-09-14T06:42:00,2025-09-14T23:34:21,9.94,7.46,0
SHP-001835,ORD-001835,CR-STD,LN-020,2024-10-13T06:59:00,2024-10-14T03:33:16,14.5,8.0,0
SHP-001836,ORD-001836,CR-REG,LN-007,2024-11-04T22:37:00,2024-11-02T20:16:49,14.31,0.0,1
SHP-001837,ORD-001837,CR-EXP,LN-006,2025-07-17T16:21:00,2025-07-18T22:13:03,23.53,9.36,0
SHP-001838,ORD-001838,CR-REG,LN-025,2024-04-09T10:45:00,2024-04-08T16:10:11,14.78,0.0,1
SHP-001839,ORD-001839,CR-ECO,LN-013,2024-06-26T22:54:00,2024-06-23T11:10:29,10.7,0.0,1
SHP-001840,ORD-001840,CR-ECO,LN-011,2024-10-26T21:30:00,2024-10-25T08:33:07,7.52,0.0,1
SHP-001841,ORD-001841,CR-ECO,LN-013,2025-11-15T06:21:00,2025-11-10T19:31:31,11.23,0.0,1
SHP-001842,ORD-001842,CR-EXP,LN-020,2025-07-28T20:54:00,2025-07-30T23:12:28,26.26,12.34,0
SHP-001843,ORD-001843,CR-EXP,LN-019,2024-02-10T05:13:00,2024-02-10T03:08:36,20.21,0.0,1
SHP-001844,ORD-001844,CR-STD,LN-009,2024-01-27T11:31:00,2024-01-28T16:40:23,15.29,9.25,0
SHP-001845,ORD-001845,CR-REG,LN-004,2024-08-10T08:12:00,2024-08-11T06:03:07,15.74,8.19,0
SHP-001846,ORD-001846,CR-STD,LN-021,2025-07-15T06:32:00,2025-07-16T02:16:57,17.62,7.88,0
SHP-001847,ORD-001847,CR-REG,LN-024,2025-10-28T15:51:00,2025-10-31T08:16:16,13.79,14.39,0
SHP-001848,ORD-001848,CR-ECO,LN-021,2024-06-25T09:51:00,2024-06-26T15:37:44,8.41,9.34,0
SHP-001849,ORD-001849,CR-ECO,LN-002,2024-12-08T15:37:00,2024-12-11T21:29:58,11.79,16.36,0
SHP-001850,ORD-001850,CR-STD,LN-018,2025-01-09T20:35:00,2025-01-11T00:05:59,13.42,9.01,0
SHP-001851,ORD-001851,CR-STD,LN-023,2025-03-07T12:46:00,2025-03-07T16:45:32,14.39,5.58,0
SHP-001852,ORD-001852,CR-EXP,LN-008,2025-03-08T20:53:00,2025-03-12T00:09:08,27.45,15.98,0
SHP-001853,ORD-001853,CR-ECO,LN-013,2024-10-31T07:31:00,2024-10-28T11:32:35,10.93,0.0,1
SHP-001854,ORD-001854,CR-REG,LN-023,2024-07-12T11:47:00,2024-07-12T14:18:34,14.76,5.37,0
SHP-001855,ORD-001855,CR-STD,LN-018,2024-02-08T19:06:00,2024-02-09T22:56:34,12.61,9.06,0
SHP-001856,ORD-001856,CR-REG,LN-015,2025-03-23T00:15:00,2025-03-24T14:27:49,15.25,10.57,0
SHP-001857,ORD-001857,CR-ECO,LN-010,2024-11-05T16:27:00,2024-11-07T10:50:16,11.38,11.18,0
SHP-001858,ORD-001858,CR-REG,LN-001,2025-10-01T16:56:00,2025-09-29T17:44:03,14.69,0.0,1
SHP-001859,ORD-001859,CR-REG,LN-013,2024-08-03T15:33:00,2024-08-03T00:19:34,16.64,0.0,1
SHP-001860,ORD-001860,CR-EXP,LN-019,2025-08-30T02:02:00,2025-08-29T20:20:02,21.68,0.0,1
SHP-001861,ORD-001861,CR-ECO,LN-004,2024-05-22T10:10:00,2024-05-21T15:21:19,12.51,0.0,1
SHP-001862,ORD-001862,CR-EXP,LN-003,2025-12-03T20:36:00,2025-12-06T01:44:55,22.99,12.75,0
SHP-001863,ORD-001863,CR-REG,LN-017,2024-10-17T19:46:00,2024-10-18T10:09:56,18.34,7.1,0
