event_id,shipment_id,stage,event_ts
EVT-0017562,SHP-002927,DELIVERED,2024-09-17T15:54:19
EVT-0017563,SHP-002928,ORDERED,2025-02-04T21:26:00
EVT-0017564,SHP-002928,PICKED,2025-02-05T03:18:31
EVT-0017565,SHP-002928,PACKED,2025-02-05T05:45:59
EVT-0017566,SHP-002928,SHIPPED,2025-02-05T13:20:58
EVT-0017567,SHP-002928,IN_TRANSIT,2025-02-05T16:45:45
EVT-0017568,SHP-002928,DELIVERED,2025-02-11T18:07:53
EVT-0017569,SHP-002929,ORDERED,2025-07-20T12:03:00
EVT-0017570,SHP-002929,PICKED,2025-07-20T19:17:18
EVT-0017571,SHP-002929,PACKED,2025-07-21T00:23:08
EVT-0017572,SHP-002929,SHIPPED,2025-07-21T09:03:44
EVT-0017573,SHP-002929,IN_TRANSIT,2025-07-21T12:42:21
EVT-0017574,SHP-002929,DELIVERED,2025-07-31T15:17:48
EVT-0017575,SHP-002930,ORDERED,2024-04-14T01:39:00
EVT-0017576,SHP-002930,PICKED,2024-04-14T08:09:08
EVT-0017577,SHP-002930,PACKED,2024-04-14T11:16:34
EVT-0017578,SHP-002930,SHIPPED,2024-04-14T15:33:03
EVT-0017579,SHP-002930,IN_TRANSIT,2024-04-14T16:38:57
EVT-0017580,SHP-002930,DELIVERED,2024-04-21T06:40:51
EVT-0017581,SHP-002931,ORDERED,2025-09-15T03:44:00
EVT-0017582,SHP-002931,PICKED,2025-09-15T10:45:37
EVT-0017583,SHP-002931,PACKED,2025-09-15T16:01:36
EVT-0017584,SHP-002931,SHIPPED,2025-09-16T02:31:05
EVT-0017585,SHP-002931,IN_TRANSIT,2025-09-16T04:43:42
EVT-0017586,SHP-002931,DELIVERED,2025-09-20T05:17:38
EVT-0017587,SHP-002932,ORDERED,2025-08-10T18:27:00
EVT-0017588,SHP-002932,PICKED,2025-08-11T04:21:22
EVT-0017589,SHP-002932,PACKED,2025-08-11T05:40:21
EVT-0017590,SHP-002932,SHIPPED,2025-08-11T14:22:39
EVT-0017591,SHP-002932,IN_TRANSIT,2025-08-11T15:57:53
EVT-0017592,SHP-002932,DELIVERED,2025-08-15T18:44:10
EVT-0017593,SHP-002933,ORDERED,2024-09-06T18:40:00
EVT-0017594,SHP-002933,PICKED,2024-09-07T03:50:44
EVT-0017595,SHP-002933,PACKED,2024-09-07T06:21:23
EVT-0017596,SHP-002933,SHIPPED,2024-09-07T08:24:18
EVT-0017597,SHP-002933,IN_TRANSIT,2024-09-07T10:25:10
EVT-0017598,SHP-002933,DELIVERED,2024-09-14T05:28:06
EVT-0017599,SHP-002934,ORDERED,2024-07-29T19:46:00
EVT-0017600,SHP-002934,PICKED,2024-07-30T01:23:57
EVT-0017601,SHP-002934,PACKED,2024-07-30T03:34:03
EVT-0017602,SHP-002934,SHIPPED,2024-07-30T12:13:04
EVT-0017603,SHP-002934,IN_TRANSIT,2024-07-30T13:13:27
EVT-0017604,SHP-002934,DELIVERED,2024-08-04T00:02:26
EVT-0017605,SHP-002935,ORDERED,2025-03-25T18:27:00
EVT-0017606,SHP-002935,PICKED,2025-03-26T02:26:25
EVT-0017607,SHP-002935,PACKED,2025-03-26T03:53:44
EVT-0017608,SHP-002935,SHIPPED,2025-03-26T08:36:28
EVT-0017609,SHP-002935,IN_TRANSIT,2025-03-26T11:42:14
EVT-0017610,SHP-002935,DELIVERED,2025-03-31T07:06:05
EVT-0017611,SHP-002936,ORDERED,2025-06-24T00:55:00
EVT-0017612,SHP-002936,PICKED,2025-06-24T05:45:22
EVT-0017613,SHP-002936,PACKED,2025-06-24T07:13:56
EVT-0017614,SHP-002936,SHIPPED,2025-06-24T19:05:24
EVT-0017615,SHP-002936,IN_TRANSIT,2025-06-24T20:59:44
EVT-0017616,SHP-002936,DELIVERED,2025-07-05T13:58:59
EVT-0017617,SHP-002937,ORDERED,2025-03-06T07:30:00
EVT-0017618,SHP-002937,PICKED,2025-03-06T16:18:55
EVT-0017619,SHP-002937,PACKED,2025-03-06T19:36:13
EVT-0017620,SHP-002937,SHIPPED,2025-03-06T23:36:29
EVT-0017621,SHP-002937,IN_TRANSIT,2025-03-07T03:14:23
EVT-0017622,SHP-002937,DELIVERED,2025-03-13T00:47:24
EVT-0017623,SHP-002938,ORDERED,2024-01-06T10:52:00
EVT-0017624,SHP-002938,PICKED,2024-01-06T20:04:52
EVT-0017625,SHP-002938,PACKED,2024-01-06T21:31:57
EVT-0017626,SHP-002938,SHIPPED,2024-01-07T09:16:41
EVT-0017627,SHP-002938,IN_TRANSIT,2024-01-07T11:59:17
EVT-0017628,SHP-002938,DELIVERED,2024-01-10T15:35:29
EVT-0017629,SHP-002939,ORDERED,2025-12-24T16:50:00
EVT-0017630,SHP-002939,PICKED,2025-12-25T00:22:23
EVT-0017631,SHP-002939,PACKED,2025-12-25T05:53:20
EVT-0017632,SHP-002939,SHIPPED,2025-12-25T16:34:20
EVT-0017633,SHP-002939,IN_TRANSIT,2025-12-25T18:52:19
EVT-0017634,SHP-002939,DELIVERED,2026-01-01T12:53:11
EVT-0017635,SHP-002940,ORDERED,2024-03-03T17:20:00
EVT-0017636,SHP-002940,PICKED,2024-03-04T02:18:11
EVT-0017637,SHP-002940,PACKED,2024-03-04T04:21:06
EVT-0017638,SHP-002940,SHIPPED,2024-03-04T12:22:30
EVT-0017639,SHP-002940,IN_TRANSIT,2024-03-04T15:33:55
EVT-0017640,SHP-002940,DELIVERED,2024-03-06T08:01:44
EVT-0017641,SHP-002941,ORDERED,2024-05-21T20:55:00
EVT-0017642,SHP-002941,PICKED,2024-05-22T00:48:24
EVT-0017643,SHP-002941,PACKED,2024-05-22T03:33:09
EVT-0017644,SHP-002941,SHIPPED,2024-05-22T06:46:10
EVT-0017645,SHP-002941,IN_TRANSIT,2024-05-22T10:45:45
EVT-0017646,SHP-002941,DELIVERED,2024-05-27T13:02:18
EVT-0017647,SHP-002942,ORDERED,2024-12-03T02:39:00
EVT-0017648,SHP-002942,PICKED,2024-12-03T04:44:36
EVT-0017649,SHP-002942,PACKED,2024-12-03T09:47:40
EVT-0017650,SHP-002942,SHIPPED,2024-12-03T15:52:56
EVT-0017651,SHP-002942,IN_TRANSIT,2024-12-03T16:54:43
EVT-0017652,SHP-002942,DELIVERED,2024-12-08T18:26:43
EVT-0017653,SHP-002943,ORDERED,2024-09-04T15:04:00
EVT-0017654,SHP-002943,PICKED,2024-09-04T22:37:41
EVT-0017655,SHP-002943,PACKED,2024-09-05T02:44:26
EVT-0017656,SHP-002943,SHIPPED,2024-09-05T13:35:55
EVT-0017657,SHP-002943,IN_TRANSIT,2024-09-05T15:39:35
EVT-0017658,SHP-002943,DELIVERED,2024-09-14T23:18:43
EVT-0017659,SHP-002944,ORDERED,2025-05-30T21:27:00
EVT-0017660,SHP-002944,PICKED,2025-05-31T06:39:42
EVT-0017661,SHP-002944,PACKED,2025-05-31T12:05:37
EVT-0017662,SHP-002944,SHIPPED,2025-05-31T21:38:37
EVT-0017663,SHP-002944,IN_TRANSIT,2025-05-31T23:28:51
EVT-0017664,SHP-002944,DELIVERED,2025-06-15T01:30:06
EVT-0017665,SHP-002945,ORDERED,2024-06-05T08:29:00
EVT-0017666,SHP-002945,PICKED,2024-06-05T16:49:23
EVT-0017667,SHP-002945,PACKED,2024-06-05T19:47:43
EVT-0017668,SHP-002945,SHIPPED,2024-06-06T05:00:15
EVT-0017669,SHP-002945,IN_TRANSIT,2024-06-06T06:17:10
EVT-0017670,SHP-002945,DELIVERED,2024-06-13T01:42:28
EVT-0017671,SHP-002946,ORDERED,2024-03-20T03:18:00
EVT-0017672,SHP-002946,PICKED,2024-03-20T09:35:48
EVT-0017673,SHP-002946,PACKED,2024-03-20T11:21:02
EVT-0017674,SHP-002946,SHIPPED,2024-03-20T19:48:01
EVT-0017675,SHP-002946,IN_TRANSIT,2024-03-20T21:41:15
EVT-0017676,SHP-002946,DELIVERED,2024-03-24T17:30:43
EVT-0017677,SHP-002947,ORDERED,2025-02-13T16:26:00
EVT-0017678,SHP-002947,PICKED,2025-02-13T23:03:40
EVT-0017679,SHP-002947,PACKED,2025-02-14T02:12:52
EVT-0017680,SHP-002947,SHIPPED,2025-02-14T07:52:33
EVT-0017681,SHP-002947,IN_TRANSIT,2025-02-14T09:44:32
EVT-0017682,SHP-002947,DELIVERED,2025-02-18T20:23:23
EVT-0017683,SHP-002948,ORDERED,2025-11-15T04:07:00
EVT-0017684,SHP-002948,PICKED,2025-11-15T19:36:52
EVT-0017685,SHP-002948,PACKED,2025-11-16T02:00:07
EVT-0017686,SHP-002948,SHIPPED,2025-11-16T12:53:32
EVT-0017687,SHP-002948,IN_TRANSIT,2025-11-16T15:53:14
EVT-0017688,SHP-002948,DELIVERED,2025-11-21T14:26:37
EVT-0017689,SHP-002949,ORDERED,2024-12-26T00:52:00
EVT-0017690,SHP-002949,PICKED,2024-12-26T07:52:25
EVT-0017691,SHP-002949,PACKED,2024-12-26T12:56:08
EVT-0017692,SHP-002949,SHIPPED,2024-12-26T17:02:40
EVT-0017693,SHP-002949,IN_TRANSIT,2024-12-26T19:10:47
EVT-0017694,SHP-002949,DELIVERED,2024-12-31T19:09:53
EVT-0017695,SHP-002950,ORDERED,2024-12-17T22:26:00
EVT-0017696,SHP-002950,PICKED,2024-12-18T07:51:22
EVT-0017697,SHP-002950,PACKED,2024-12-18T12:53:10
EVT-0017698,SHP-002950,SHIPPED,2024-12-19T00:22:55
EVT-0017699,SHP-002950,IN_TRANSIT,2024-12-19T03:35:53
EVT-0017700,SHP-002950,DELIVERED,2024-12-26T02:45:17
EVT-0017701,SHP-002951,ORDERED,2025-11-08T18:30:00
EVT-0017702,SHP-002951,PICKED,2025-11-09T00:24:34
EVT-0017703,SHP-002951,PACKED,2025-11-09T05:00:10
EVT-0017704,SHP-002951,SHIPPED,2025-11-09T07:44:58
EVT-0017705,SHP-002951,IN_TRANSIT,2025-11-09T11:31:21
EVT-0017706,SHP-002951,DELIVERED,2025-11-16T12:52:37
EVT-0017707,SHP-002952,ORDERED,2024-03-28T10:19:00
EVT-0017708,SHP-002952,PICKED,2024-03-28T16:12:28
EVT-0017709,SHP-002952,PACKED,2024-03-28T21:00:00
EVT-0017710,SHP-002952,SHIPPED,2024-03-29T00:07:14
EVT-0017711,SHP-002952,IN_TRANSIT,2024-03-29T03:42:24
EVT-0017712,SHP-002952,DELIVERED,2024-03-31T22:18:11
EVT-0017713,SHP-002953,ORDERED,2025-03-28T21:08:00
EVT-0017714,SHP-002953,PICKED,2025-03-29T05:19:09
EVT-0017715,SHP-002953,PACKED,2025-03-29T07:13:12
EVT-0017716,SHP-002953,SHIPPED,2025-03-29T17:05:28
EVT-0017717,SHP-002953,IN_TRANSIT,2025-03-29T19:26:21
EVT-0017718,SHP-002953,DELIVERED,2025-04-04T14:33:40
EVT-0017719,SHP-002954,ORDERED,2025-05-23T01:40:00
EVT-0017720,SHP-002954,PICKED,2025-05-23T05:06:16
EVT-0017721,SHP-002954,PACKED,2025-05-23T08:38:52
EVT-0017722,SHP-002954,SHIPPED,2025-05-23T15:32:43
EVT-0017723,SHP-002954,IN_TRANSIT,2025-05-23T17:44:50
EVT-0017724,SHP-002954,DELIVERED,2025-05-27T23:40:26
EVT-0017725,SHP-002955,ORDERED,2024-03-12T01:49:00
EVT-0017726,SHP-002955,PICKED,2024-03-12T05:08:57
EVT-0017727,SHP-002955,PACKED,2024-03-12T06:23:48
EVT-0017728,SHP-002955,SHIPPED,2024-03-12T11:00:53
EVT-0017729,SHP-002955,IN_TRANSIT,2024-03-12T12:54:36
EVT-0017730,SHP-002955,DELIVERED,2024-03-17T04:33:56
EVT-0017731,SHP-002956,ORDERED,2025-08-26T15:40:00
EVT-0017732,SHP-002956,PICKED,2025-08-26T22:07:39
EVT-0017733,SHP-002956,PACKED,2025-08-26T23:10:42
EVT-0017734,SHP-002956,SHIPPED,2025-08-27T01:14:08
EVT-0017735,SHP-002956,IN_TRANSIT,2025-08-27T03:47:04
EVT-0017736,SHP-002956,DELIVERED,2025-09-05T17:29:30
EVT-0017737,SHP-002957,ORDERED,2025-03-26T10:05:00
EVT-0017738,SHP-002957,PICKED,2025-03-26T17:00:26
EVT-0017739,SHP-002957,PACKED,2025-03-26T22:11:39
EVT-0017740,SHP-002957,SHIPPED,2025-03-27T06:35:28
EVT-0017741,SHP-002957,IN_TRANSIT,2025-03-27T10:03:44
EVT-0017742,SHP-002957,DELIVERED,2025-03-30T09:51:43
EVT-0017743,SHP-002958,ORDERED,2025-02-24T20:45:00
EVT-0017744,SHP-002958,PICKED,2025-02-25T04:33:19
EVT-0017745,SHP-002958,PACKED,2025-02-25T12:15:01
EVT-0017746,SHP-002958,SHIPPED,2025-02-25T17:53:44
EVT-0017747,SHP-002958,IN_TRANSIT,2025-02-25T19:17:31
EVT-0017748,SHP-002958,DELIVERED,2025-02-27T09:10:49
EVT-0017749,SHP-002959,ORDERED,2025-10-18T21:29:00
EVT-0017750,SHP-002959,PICKED,2025-10-19T03:25:33
EVT-0017751,SHP-002959,PACKED,2025-10-19T05:12:10
EVT-0017752,SHP-002959,SHIPPED,2025-10-19T10:16:14
EVT-0017753,SHP-002959,IN_TRANSIT,2025-10-19T12:00:40
EVT-0017754,SHP-002959,DELIVERED,2025-10-22T17:45:51
EVT-0017755,SHP-002960,ORDERED,2025-09-18T16:56:00
EVT-0017756,SHP-002960,PICKED,2025-09-19T02:24:28
EVT-0017757,SHP-002960,PACKED,2025-09-19T03:40:39
EVT-0017758,SHP-002960,SHIPPED,2025-09-19T11:39:21
EVT-0017759,SHP-002960,IN_TRANSIT,2025-09-19T12:40:37
EVT-0017760,SHP-002960,DELIVERED,2025-09-21T05:54:42
EVT-0017761,SHP-002961,ORDERED,2025-08-26T14:29:00
EVT-0017762,SHP-002961,PICKED,2025-08-26T17:13:02
EVT-0017763,SHP-002961,PACKED,2025-08-26T20:19:44
EVT-0017764,SHP-002961,SHIPPED,2025-08-27T07:17:50
EVT-0017765,SHP-002961,IN_TRANSIT,2025-08-27T08:49:39
EVT-0017766,SHP-002961,DELIVERED,2025-08-30T03:52:42
EVT-0017767,SHP-002962,ORDERED,2025-09-06T07:43:00
EVT-0017768,SHP-002962,PICKED,2025-09-06T14:10:26
EVT-0017769,SHP-002962,PACKED,2025-09-06T17:48:22
EVT-0017770,SHP-002962,SHIPPED,2025-09-07T03:10:12
EVT-0017771,SHP-002962,IN_TRANSIT,2025-09-07T04:15:36
EVT-0017772,SHP-002962,DELIVERED,2025-09-12T00:58:23
EVT-0017773,SHP-002963,ORDERED,2025-12-05T06:12:00
EVT-0017774,SHP-002963,PICKED,2025-12-05T13:32:37
EVT-0017775,SHP-002963,PACKED,2025-12-05T18:25:05
EVT-0017776,SHP-002963,SHIPPED,2025-12-06T05:30:33
EVT-0017777,SHP-002963,IN_TRANSIT,2025-12-06T06:38:25
EVT-0017778,SHP-002963,DELIVERED,2025-12-07T03:54:22
EVT-0017779,SHP-002964,ORDERED,2024-11-24T05:25:00
EVT-0017780,SHP-002964,PICKED,2024-11-24T10:51:19
EVT-0017781,SHP-002964,PACKED,2024-11-24T12:13:59
EVT-0017782,SHP-002964,SHIPPED,2024-11-24T18:37:09
EVT-0017783,SHP-002964,IN_TRANSIT,2024-11-24T20:31:59
EVT-0017784,SHP-002964,DELIVERED,2024-11-29T23:54:59
EVT-0017785,SHP-002965,ORDERED,2025-01-02T05:42:00
EVT-0017786,SHP-002965,PICKED,2025-01-02T15:35:44
EVT-0017787,SHP-002965,PACKED,2025-01-02T17:00:03
EVT-0017788,SHP-002965,SHIPPED,2025-01-02T22:35:43
EVT-0017789,SHP-002965,IN_TRANSIT,2025-01-03T02:26:00
EVT-0017790,SHP-002965,DELIVERED,2025-01-06T20:09:21
EVT-0017791,SHP-002966,ORDERED,2025-10-22T08:12:00
EVT-0017792,SHP-002966,PICKED,2025-10-23T00:40:49
EVT-0017793,SHP-002966,PACKED,2025-10-23T08:32:12
EVT-0017794,SHP-002966,SHIPPED,2025-10-23T18:53:17
EVT-0017795,SHP-002966,IN_TRANSIT,2025-10-23T20:31:49
EVT-0017796,SHP-002966,DELIVERED,2025-10-27T01:44:43
EVT-0017797,SHP-002967,ORDERED,2024-04-02T12:43:00
EVT-0017798,SHP-002967,PICKED,2024-04-02T20:06:27
EVT-0017799,SHP-002967,PACKED,2024-04-02T21:59:54
EVT-0017800,SHP-002967,SHIPPED,2024-04-03T09:51:56
EVT-0017801,SHP-002967,IN_TRANSIT,2024-04-03T13:10:26
EVT-0017802,SHP-002967,DELIVERED,2024-04-09T00:32:19
EVT-0017803,SHP-002968,ORDERED,2025-01-20T07:51:00
EVT-0017804,SHP-002968,PICKED,2025-01-20T15:54:19
EVT-0017805,SHP-002968,PACKED,2025-01-20T21:01:02
EVT-0017806,SHP-002968,SHIPPED,2025-01-21T01:42:46
EVT-0017807,SHP-002968,IN_TRANSIT,2025-01-21T03:52:38
EVT-0017808,SHP-002968,DELIVERED,2025-01-25T19:30:50
EVT-0017809,SHP-002969,ORDERED,2024-12-18T02:01:00
EVT-0017810,SHP-002969,PICKED,2024-12-18T05:24:57
EVT-0017811,SHP-002969,PACKED,2024-12-18T06:36:18
EVT-0017812,SHP-002969,SHIPPED,2024-12-18T15:40:02
EVT-0017813,SHP-002969,IN_TRANSIT,2024-12-18T19:14:48
EVT-0017814,SHP-002969,DELIVERED,2024-12-22T01:40:23
EVT-0017815,SHP-002970,ORDERED,2025-07-27T06:37:00
EVT-0017816,SHP-002970,PICKED,2025-07-27T10:40:51
EVT-0017817,SHP-002970,PACKED,2025-07-27T14:36:31
EVT-0017818,SHP-002970,SHIPPED,2025-07-27T18:59:26
EVT-0017819,SHP-002970,IN_TRANSIT,2025-07-27T20:42:40
EVT-0017820,SHP-002970,DELIVERED,2025-08-01T20:31:26
EVT-0017821,SHP-002971,ORDERED,2025-12-14T12:03:00
EVT-0017822,SHP-002971,PICKED,2025-12-14T14:29:38
EVT-0017823,SHP-002971,PACKED,2025-12-14T19:56:13
EVT-0017824,SHP-002971,SHIPPED,2025-12-15T05:50:34
EVT-0017825,SHP-002971,IN_TRANSIT,2025-12-15T07:40:22
EVT-0017826,SHP-002971,DELIVERED,2025-12-18T12:23:51
EVT-0017827,SHP-002972,ORDERED,2024-12-18T15:08:00
EVT-0017828,SHP-002972,PICKED,2024-12-18T22:16:09
EVT-0017829,SHP-002972,PACKED,2024-12-18T23:22:47
EVT-0017830,SHP-002972,SHIPPED,2024-12-19T04:12:09
EVT-0017831,SHP-002972,IN_TRANSIT,2024-12-19T06:24:20
EVT-0017832,SHP-002972,DELIVERED,2024-12-21T01:48:34
EVT-0017833,SHP-002973,ORDERED,2024-05-24T12:57:00
EVT-0017834,SHP-002973,PICKED,2024-05-24T15:39:51
EVT-0017835,SHP-002973,PACKED,2024-05-24T21:19:37
EVT-0017836,SHP-002973,SHIPPED,2024-05-25T05:36:13
EVT-0017837,SHP-002973,IN_TRANSIT,2024-05-25T08:13:52
EVT-0017838,SHP-002973,DELIVERED,2024-05-31T04:50:18
EVT-0017839,SHP-002974,ORDERED,2025-05-04T00:08:00
EVT-0017840,SHP-002974,PICKED,2025-05-04T08:23:25
EVT-0017841,SHP-002974,PACKED,2025-05-04T16:43:53
EVT-0017842,SHP-002974,SHIPPED,2025-05-05T01:05:16
EVT-0017843,SHP-002974,IN_TRANSIT,2025-05-05T03:36:04
EVT-0017844,SHP-002974,DELIVERED,2025-05-07T22:32:37
EVT-0017845,SHP-002975,ORDERED,2024-06-27T21:15:00
EVT-0017846,SHP-002975,PICKED,2024-06-28T04:19:29
EVT-0017847,SHP-002975,PACKED,2024-06-28T07:35:32
EVT-0017848,SHP-002975,SHIPPED,2024-06-28T17:07:45
EVT-0017849,SHP-002975,IN_TRANSIT,2024-06-28T18:27:59
EVT-0017850,SHP-002975,DELIVERED,2024-07-01T00:32:23
EVT-0017851,SHP-002976,ORDERED,2025-06-06T14:09:00
EVT-0017852,SHP-002976,PICKED,2025-06-06T20:43:03
EVT-0017853,SHP-002976,PACKED,2025-06-07T02:37:49
EVT-0017854,SHP-002976,SHIPPED,2025-06-07T08:04:41
EVT-0017855,SHP-002976,IN_TRANSIT,2025-06-07T11:39:29
EVT-0017856,SHP-002976,DELIVERED,2025-06-13T06:12:25
EVT-0017857,SHP-002977,ORDERED,2024-09-08T11:46:00
EVT-0017858,SHP-002977,PICKED,2024-09-09T00:33:24
EVT-0017859,SHP-002977,PACKED,2024-09-09T02:35:47
EVT-0017860,SHP-002977,SHIPPED,2024-09-09T08:49:03
EVT-0017861,SHP-002977,IN_TRANSIT,2024-09-09T10:41:53
EVT-0017862,SHP-002977,DELIVERED,2024-09-11T13:46:21
EVT-0017863,SHP-002978,ORDERED,2025-01-22T12:37:00
EVT-0017864,SHP-002978,PICKED,2025-01-22T20:29:40
EVT-0017865,SHP-002978,PACKED,2025-01-23T00:38:17
EVT-0017866,SHP-002978,SHIPPED,2025-01-23T08:29:32
EVT-0017867,SHP-002978,IN_TRANSIT,2025-01-23T11:36:31
EVT-0017868,SHP-002978,DELIVERED,2025-01-31T02:22:57
EVT-0017869,SHP-002979,ORDERED,2025-03-18T20:44:00
EVT-0017870,SHP-002979,PICKED,2025-03-19T06:11:53
EVT-0017871,SHP-002979,PACKED,2025-03-19T08:26:17
EVT-0017872,SHP-002979,SHIPPED,2025-03-19T19:27:18
EVT-0017873,SHP-002979,IN_TRANSIT,2025-03-19T20:36:30
EVT-0017874,SHP-002979,DELIVERED,2025-04-01T12:28:48
EVT-0017875,SHP-002980,ORDERED,2024-09-01T11:15:00
EVT-0017876,SHP-002980,PICKED,2024-09-01T16:35:22
EVT-0017877,SHP-002980,PACKED,2024-09-01T21:12:52
EVT-0017878,SHP-002980,SHIPPED,2024-09-02T07:35:57
EVT-0017879,SHP-002980,IN_TRANSIT,2024-09-02T09:39:43
EVT-0017880,SHP-002980,DELIVERED,2024-09-04T04:12:02
EVT-0017881,SHP-002981,ORDERED,2025-06-04T01:43:00
EVT-0017882,SHP-002981,PICKED,2025-06-04T06:36:47
EVT-0017883,SHP-002981,PACKED,2025-06-04T12:07:30
EVT-0017884,SHP-002981,SHIPPED,2025-06-04T19:39:37
EVT-0017885,SHP-002981,IN_TRANSIT,2025-06-04T23:26:42
EVT-0017886,SHP-002981,DELIVERED,2025-06-11T12:01:10
EVT-0017887,SHP-002982,ORDERED,2025-09-01T13:39:00
EVT-0017888,SHP-002982,PICKED,2025-09-01T20:07:11
EVT-0017889,SHP-002982,PACKED,2025-09-01T22:04:26
EVT-0017890,SHP-002982,SHIPPED,2025-09-02T04:11:13
EVT-0017891,SHP-002982,IN_TRANSIT,2025-09-02T06:54:58
EVT-0017892,SHP-002982,DELIVERED,2025-09-05T15:30:05
EVT-0017893,SHP-002983,ORDERED,2025-05-31T17:21:00
EVT-0017894,SHP-002983,PICKED,2025-05-31T21:49:47
EVT-0017895,SHP-002983,PACKED,2025-06-01T02:39:35
EVT-0017896,SHP-002983,SHIPPED,2025-06-01T04:54:09
EVT-0017897,SHP-002983,IN_TRANSIT,2025-06-01T07:33:36
EVT-0017898,SHP-002983,DELIVERED,2025-06-08T02:36:25
EVT-0017899,SHP-002984,ORDERED,2025-05-16T07:08:00
EVT-0017900,SHP-002984,PICKED,2025-05-16T10:12:33
EVT-0017901,SHP-002984,PACKED,2025-05-16T14:47:15
EVT-0017902,SHP-002984,SHIPPED,2025-05-17T00:44:12
EVT-0017903,SHP-002984,IN_TRANSIT,2025-05-17T04:05:48
EVT-0017904,SHP-002984,DELIVERED,2025-05-22T20:47:47
EVT-0017905,SHP-002985,ORDERED,2024-12-18T19:02:00
EVT-0017906,SHP-002985,PICKED,2024-12-19T11:21:54
EVT-0017907,SHP-002985,PACKED,2024-12-19T16:37:50
EVT-0017908,SHP-002985,SHIPPED,2024-12-19T21:03:40
EVT-0017909,SHP-002985,IN_TRANSIT,2024-12-19T22:58:12
EVT-0017910,SHP-002985,DELIVERED,2024-12-21T15:48:44
EVT-0017911,SHP-002986,ORDERED,2024-01-11T20:39:00
EVT-0017912,SHP-002986,PICKED,2024-01-12T05:37:19
EVT-0017913,SHP-002986,PACKED,2024-01-12T06:43:29
EVT-0017914,SHP-002986,SHIPPED,2024-01-12T16:19:22
EVT-0017915,SHP-002986,IN_TRANSIT,2024-01-12T19:08:54
EVT-0017916,SHP-002986,DELIVERED,2024-01-18T06:39:03
EVT-0017917,SHP-002987,ORDERED,2024-01-12T12:16:00
EVT-0017918,SHP-002987,PICKED,2024-01-12T14:52:50
EVT-0017919,SHP-002987,PACKED,2024-01-12T19:28:40
EVT-0017920,SHP-002987,SHIPPED,2024-01-12T23:10:04
EVT-0017921,SHP-002987,IN_TRANSIT,2024-01-13T01:28:59
EVT-0017922,SHP-002987,DELIVERED,2024-01-20T03:23:22
EVT-0017923,SHP-002988,ORDERED,2025-09-27T04:20:00
EVT-0017924,SHP-002988,PICKED,2025-09-27T06:33:06
EVT-0017925,SHP-002988,PACKED,2025-09-27T10:48:25
EVT-0017926,SHP-002988,SHIPPED,2025-09-27T16:00:43
EVT-0017927,SHP-002988,IN_TRANSIT,2025-09-27T19:41:57
EVT-0017928,SHP-002988,DELIVERED,2025-09-30T14:33:02
EVT-0017929,SHP-002989,ORDERED,2024-10-04T12:35:00
EVT-0017930,SHP-002989,PICKED,2024-10-04T21:02:51
EVT-0017931,SHP-002989,PACKED,2024-10-04T23:14:07
EVT-0017932,SHP-002989,SHIPPED,2024-10-05T11:06:52
EVT-0017933,SHP-002989,IN_TRANSIT,2024-10-05T12:08:16
EVT-0017934,SHP-002989,DELIVERED,2024-10-09T23:25:26
EVT-0017935,SHP-002990,ORDERED,2025-04-10T09:40:00
EVT-0017936,SHP-002990,PICKED,2025-04-11T02:21:25
EVT-0017937,SHP-002990,PACKED,2025-04-11T04:58:28
EVT-0017938,SHP-002990,SHIPPED,2025-04-11T07:53:28
EVT-0017939,SHP-002990,IN_TRANSIT,2025-04-11T11:12:10
EVT-0017940,SHP-002990,DELIVERED,2025-04-14T14:36:19
EVT-0017941,SHP-002991,ORDERED,2025-03-01T05:38:00
EVT-0017942,SHP-002991,PICKED,2025-03-01T08:38:25
EVT-0017943,SHP-002991,PACKED,2025-03-01T10:01:47
EVT-0017944,SHP-002991,SHIPPED,2025-03-01T14:08:09
EVT-0017945,SHP-002991,IN_TRANSIT,2025-03-01T17:42:53
EVT-0017946,SHP-002991,DELIVERED,2025-03-05T13:16:17
EVT-0017947,SHP-002992,ORDERED,2024-11-24T01:32:00
EVT-0017948,SHP-002992,PICKED,2024-11-24T11:07:15
EVT-0017949,SHP-002992,PACKED,2024-11-24T16:22:15
EVT-0017950,SHP-002992,SHIPPED,2024-11-24T20:56:50
EVT-0017951,SHP-002992,IN_TRANSIT,2024-11-25T00:01:42
EVT-0017952,SHP-002992,DELIVERED,2024-11-28T08:27:18
EVT-0017953,SHP-002993,ORDERED,2025-03-17T09:11:00
EVT-0017954,SHP-002993,PICKED,2025-03-17T11:31:37
EVT-0017955,SHP-002993,PACKED,2025-03-17T14:30:28
EVT-0017956,SHP-002993,SHIPPED,2025-03-18T01:58:27
EVT-0017957,SHP-002993,IN_TRANSIT,2025-03-18T05:43:11
EVT-0017958,SHP-002993,DELIVERED,2025-03-21T10:19:57
EVT-0017959,SHP-002994,ORDERED,2024-07-26T06:07:00
EVT-0017960,SHP-002994,PICKED,2024-07-26T09:26:59
EVT-0017961,SHP-002994,PACKED,2024-07-26T15:16:28
EVT-0017962,SHP-002994,SHIPPED,2024-07-26T18:55:37
EVT-0017963,SHP-002994,IN_TRANSIT,2024-07-26T21:24:42
EVT-0017964,SHP-002994,DELIVERED,2024-08-01T01:19:57
