order_id,order_ts,warehouse_id,dest_region,product_category,order_value,units
ORD-001775,2025-07-17T19:09:00,WH-ATL,Southeast,Home,64.21,4
ORD-001776,2025-03-01T06:41:00,WH-CHI,South,Electronics,93.82,1
ORD-001777,2024-02-15T10:01:00,WH-LAX,South,Home,69.11,2
ORD-001778,2024-08-12T04:29:00,WH-DAL,Southeast,Sports,39.45,2
ORD-001779,2025-10-26T11:13:00,WH-CHI,Midwest,Beauty,36.29,2
ORD-001780,2025-06-26T21:52:00,WH-ATL,Southeast,Beauty,22.81,4
ORD-001781,2025-07-20T21:45:00,WH-ATL,Southeast,Home,67.35,1
ORD-001782,2025-07-03T14:12:00,WH-ATL,South,Apparel,128.32,1
ORD-001783,2024-01-27T03:31:00,WH-DAL,South,Electronics,35.53,3
ORD-001784,2025-11-13T00:43:00,WH-DAL,Northeast,Sports,56.42,5
ORD-001785,2025-11-12T21:38:00,WH-NJ,South,Beauty,126.86,4
ORD-001786,2025-02-02T05:51:00,WH-CHI,South,Beauty,63.32,3
ORD-001787,2025-06-12T01:51:00,WH-ATL,Midwest,Sports,49.56,3
ORD-001788,2025-12-12T11:14:00,WH-CHI,South,Grocery,80.08,2
ORD-001789,2025-08-02T22:02:00,WH-LAX,Southeast,Grocery,138.97,5
ORD-001790,2025-06-05T15:26:00,WH-CHI,Midwest,Sports,42.03,2
ORD-001791,2025-08-29T16:41:00,WH-DAL,Midwest,Grocery,8.93,4
ORD-001792,2025-09-20T13:52:00,WH-CHI,Northeast,Electronics,57.75,4
ORD-001793,2024-04-27T03:17:00,WH-LAX,Southeast,Grocery,28.02,5
ORD-001794,2025-07-08T03:06:00,WH-DAL,Southeast,Grocery,56.96,3
ORD-001795,2024-11-09T03:36:00,WH-NJ,Northeast,Home,135.2,3
ORD-001796,2024-12-07T06:41:00,WH-NJ,West,Grocery,155.27,2
ORD-001797,2024-12-10T22:04:00,WH-LAX,Midwest,Home,56.69,1
ORD-001798,2025-06-06T21:33:00,WH-LAX,West,Home,84.3,1
ORD-001799,2025-07-11T17:23:00,WH-NJ,South,Sports,28.99,1
ORD-001800,2024-08-18T01:10:00,WH-DAL,Southeast,Grocery,41.88,2
ORD-001801,2025-03-29T16:00:00,WH-CHI,Southeast,Grocery,158.42,4
ORD-001802,2025-08-19T08:27:00,WH-DAL,West,Electronics,145.8,1
ORD-001803,2025-06-18T22:05:00,WH-LAX,West,Sports,57.85,1
ORD-001804,2025-04-09T11:35:00,WH-CHI,Midwest,Beauty,20.92,2
ORD-001805,2025-11-22T20:44:00,WH-CHI,Southeast,Electronics,182.99,3
ORD-001806,2025-03-03T01:16:00,WH-NJ,South,Grocery,60.6,2
ORD-001807,2024-01-04T22:53:00,WH-LAX,Northeast,Apparel,148.66,4
ORD-001808,2024-03-16T15:36:00,WH-DAL,Northeast,Sports,178.3,5
ORD-001809,2025-07-31T07:41:00,WH-NJ,Southeast,Home,96.25,3
ORD-001810,2024-02-03T01:01:00,WH-CHI,West,Home,88.47,1
ORD-001811,2024-07-25T11:58:00,WH-CHI,South,Electronics,79.03,4
ORD-001812,2024-05-04T10:42:00,WH-CHI,Southeast,Apparel,64.89,4
ORD-001813,2024-12-27T15:34:00,WH-NJ,Midwest,Grocery,28.42,4
ORD-001814,2024-04-14T02:04:00,WH-LAX,West,Grocery,28.26,2
ORD-001815,2024-12-25T13:28:00,WH-CHI,South,Electronics,56.94,1
ORD-001816,2024-12-17T15:10:00,WH-NJ,West,Beauty,76.11,5
ORD-001817,2025-03-13T05:24:00,WH-ATL,Southeast,Sports,50.99,1
ORD-001818,2024-05-12T19:44:00,WH-ATL,West,Apparel,98.38,3
ORD-001819,2025-07-12T21:54:00,WH-NJ,Midwest,Sports,41.63,3
ORD-001820,2024-08-30T10:09:00,WH-LAX,Northeast,Sports,89.96,5
ORD-001821,2024-09-29T21:38:00,WH-NJ,West,Apparel,82.26,4
ORD-001822,2025-09-10T02:40:00,WH-ATL,South,Grocery,163.82,4
ORD-001823,2025-09-13T03:56:00,WH-DAL,Midwest,Home,20.28,5
ORD-001824,2025-10-10T21:34:00,WH-NJ,Midwest,Sports,31.02,2
ORD-001825,2025-12-04T06:09:00,WH-ATL,Southeast,Home,72.49,1
ORD-001826,2025-03-19T15:32:00,WH-CHI,West,Sports,41.78,5
ORD-001827,2025-10-10T08:48:00,WH-LAX,Southeast,Home,42.93,4
ORD-001828,2025-12-28T01:07:00,WH-NJ,Midwest,Apparel,92.46,4
ORD-001829,2025-07-27T10:37:00,WH-DAL,Southeast,Sports,39.1,5
ORD-001830,2024-12-29T15:04:00,WH-CHI,Midwest,Sports,28.97,1
ORD-001831,2024-06-06T16:34:00,WH-LAX,West,Electronics,42.05,5
ORD-001832,2025-07-29T01:17:00,WH-NJ,South,Sports,109.17,4
ORD-001833,2024-02-16T14:42:00,WH-CHI,West,Electronics,18.86,4
ORD-001834,2025-09-06T06:42:00,WH-DAL,Southeast,Sports,48.37,2
ORD-001835,2024-10-08T06:59:00,WH-LAX,Northeast,Grocery,136.1,2
ORD-001836,2024-10-31T22:37:00,WH-DAL,South,Home,17.82,2
ORD-001837,2025-07-15T16:21:00,WH-DAL,Midwest,Sports,69.49,3
ORD-001838,2024-04-05T10:45:00,WH-NJ,Northeast,Grocery,81.29,3
ORD-001839,2024-06-18T22:54:00,WH-ATL,Southeast,Home,44.29,1
ORD-001840,2024-10-18T21:30:00,WH-ATL,Midwest,Apparel,28.73,3
ORD-001841,2025-11-07T06:21:00,WH-ATL,Southeast,Electronics,94.32,1
ORD-001842,2025-07-26T20:54:00,WH-LAX,Northeast,Electronics,147.46,3
ORD-001843,2024-02-08T05:13:00,WH-LAX,West,Home,121.57,4
ORD-001844,2024-01-22T11:31:00,WH-DAL,West,Apparel,88.8,3
ORD-001845,2024-08-06T08:12:00,WH-CHI,West,Beauty,27.55,1
ORD-001846,2025-07-10T06:32:00,WH-NJ,Midwest,Beauty,29.37,2
ORD-001847,2025-10-24T15:51:00,WH-NJ,West,Electronics,117.79,2
ORD-001848,2024-06-17T09:51:00,WH-NJ,Midwest,Beauty,57.97,2
ORD-001849,2024-11-30T15:37:00,WH-CHI,South,Grocery,51.29,1
ORD-001850,2025-01-04T20:35:00,WH-LAX,Southeast,Beauty,13.09,4
ORD-001851,2025-03-02T12:46:00,WH-NJ,Southeast,Grocery,66.2,3
ORD-001852,2025-03-06T20:53:00,WH-DAL,Southeast,Grocery,80.06,4
ORD-001853,2024-10-23T07:31:00,WH-ATL,Southeast,Sports,70.63,4
ORD-001854,2024-07-08T11:47:00,WH-NJ,Southeast,Electronics,78.26,4
ORD-001855,2024-02-03T19:06:00,WH-LAX,Southeast,Beauty,126.34,5
ORD-001856,2025-03-19T00:15:00,WH-ATL,Northeast,Grocery,43.84,1
ORD-001857,2024-10-28T16:27:00,WH-DAL,Northeast,Home,33.41,2
ORD-001858,2025-09-27T16:56:00,WH-CHI,Midwest,Beauty,104.82,3
ORD-001859,2024-07-30T15:33:00,WH-ATL,Southeast,Apparel,76.61,2
ORD-001860,2025-08-28T02:02:00,WH-LAX,West,Grocery,102.92,4
ORD-001861,2024-05-14T10:10:00,WH-CHI,West,Grocery,96.38,1
ORD-001862,2025-12-01T20:36:00,WH-CHI,Southeast,Grocery,28.19,3
ORD-001863,2024-10-13T19:46:00,WH-LAX,South,Grocery,26.64,4
ORD-001864,2025-08-12T06:16:00,WH-ATL,Northeast,Grocery,42.69,1
ORD-001865,2024-07-01T06:05:00,WH-ATL,Southeast,Sports,104.93,1
ORD-001866,2025-10-01T05:01:00,WH-CHI,South,Grocery,55.4,2
ORD-001867,2025-11-19T18:50:00,WH-LAX,Southeast,Apparel,84.01,2
ORD-001868,2024-09-14T17:49:00,WH-ATL,Southeast,Beauty,65.86,5
ORD-001869,2024-09-13T03:31:00,WH-ATL,Midwest,Beauty,30.6,3
ORD-001870,2025-05-17T02:49:00,WH-CHI,South,Beauty,36.57,5
ORD-001871,2025-04-27T09:38:00,WH-CHI,Midwest,Sports,39.92,1
ORD-001872,2025-05-13T12:54:00,WH-CHI,Southeast,Grocery,12.38,2
ORD-001873,2025-09-02T01:29:00,WH-LAX,West,Apparel,81.46,2
ORD-001874,2024-08-01T05:13:00,WH-NJ,Midwest,Apparel,94.78,4
ORD-001875,2024-03-08T09:10:00,WH-NJ,West,Electronics,103.47,3
ORD-001876,2025-04-08T07:02:00,WH-NJ,South,Grocery,26.19,1
ORD-001877,2024-10-24T08:40:00,WH-ATL,South,Beauty,44.12,3
ORD-001878,2025-03-18T06:39:00,WH-CHI,South,Beauty,214.15,2
ORD-001879,2024-07-27T12:48:00,WH-ATL,Midwest,Beauty,132.18,5
ORD-001880,2024-04-03T10:34:00,WH-LAX,South,Sports,150.7,4
ORD-001881,2024-01-01T22:24:00,WH-NJ,West,Sports,87.59,3
ORD-001882,2025-11-29T10:04:00,WH-CHI,Northeast,Electronics,111.79,2
ORD-001883,2024-04-17T19:22:00,WH-CHI,West,Sports,37.19,2
ORD-001884,2025-09-30T13:56:00,WH-LAX,Midwest,Apparel,205.14,1
ORD-001885,2024-08-14T00:53:00,WH-CHI,Southeast,Beauty,37.42,1
ORD-001886,2024-01-13T05:57:00,WH-DAL,Midwest,Apparel,64.46,3
ORD-001887,2025-05-29T01:28:00,WH-ATL,Midwest,Beauty,62.6,3
ORD-001888,2025-05-20T03:38:00,WH-LAX,Midwest,Sports,117.41,2
ORD-001889,2024-07-12T06:52:00,WH-LAX,West,Home,108.84,3
ORD-001890,2025-01-20T20:03:00,WH-NJ,Northeast,Apparel,29.78,4
ORD-001891,2025-09-29T22:49:00,WH-CHI,Southeast,Electronics,56.59,3
ORD-001892,2025-08-23T11:25:00,WH-DAL,Midwest,Home,26.0,5
ORD-001893,2025-03-14T23:31:00,WH-CHI,Midwest,Beauty,71.49,1
ORD-001894,2025-07-11T22:37:00,WH-ATL,Midwest,Home,46.3,4
ORD-001895,2025-03-29T07:31:00,WH-NJ,Northeast,Electronics,67.5,2
ORD-001896,2025-10-13T08:22:00,WH-CHI,South,Sports,63.9,2
ORD-001897,2025-01-09T07:09:00,WH-ATL,Northeast,Grocery,54.23,4
ORD-001898,2024-02-20T15:08:00,WH-CHI,South,Sports,140.3,5
ORD-001899,2025-12-15T02:07:00,WH-NJ,Southeast,Sports,40.27,3
ORD-001900,2025-03-24T14:19:00,WH-LAX,South,Beauty,145.15,4
ORD-001901,2024-07-28T15:07:00,WH-NJ,Southeast,Electronics,50.66,3
ORD-001902,2024-05-10T12:16:00,WH-CHI,Midwest,Grocery,110.93,1
ORD-001903,2025-11-04T13:23:00,WH-DAL,South,Sports,77.32,2
ORD-001904,2024-09-26T11:45:00,WH-CHI,Northeast,Beauty,176.48,1
ORD-001905,2025-01-29T01:26:00,WH-LAX,West,Home,98.01,4
ORD-001906,2025-04-15T14:32:00,WH-DAL,South,Beauty,22.32,3
ORD-001907,2024-06-08T12:37:00,WH-NJ,Southeast,Electronics,25.05,2
ORD-001908,2025-09-30T12:41:00,WH-CHI,Midwest,Grocery,19.22,1
ORD-001909,2025-07-22T09:04:00,WH-CHI,Northeast,Electronics,64.56,3
ORD-001910,2024-07-20T11:17:00,WH-CHI,Northeast,Apparel,70.97,1
ORD-001911,2024-07-31T14:04:00,WH-CHI,Northeast,Electronics,21.33,5
ORD-001912,2025-08-07T04:38:00,WH-NJ,Midwest,Grocery,109.33,2
ORD-001913,2024-01-25T07:16:00,WH-CHI,South,Electronics,61.25,5
ORD-001914,2024-06-11T07:02:00,WH-ATL,West,Home,34.15,3
ORD-001915,2024-02-11T19:47:00,WH-ATL,Northeast,Sports,62.92,4
ORD-001916,2024-04-03T22:19:00,WH-NJ,Southeast,Electronics,77.15,2
ORD-001917,2025-02-06T11:01:00,WH-CHI,Midwest,Sports,10.3,2
ORD-001918,2025-10-03T11:32:00,WH-CHI,Midwest,Home,78.56,1
ORD-001919,2025-10-01T05:17:00,WH-ATL,Midwest,Grocery,43.34,3
ORD-001920,2024-12-25T21:22:00,WH-ATL,Northeast,Sports,58.5,1
ORD-001921,2024-07-21T12:24:00,WH-ATL,West,Sports,71.77,3
ORD-001922,2025-04-26T05:42:00,WH-LAX,West,Sports,29.41,2
ORD-001923,2024-12-05T19:51:00,WH-ATL,Midwest,Apparel,52.58,2
ORD-001924,2024-08-18T05:58:00,WH-LAX,West,Electronics,103.36,5
ORD-001925,2024-01-31T07:02:00,WH-ATL,Midwest,Electronics,58.55,4
ORD-001926,2024-03-07T04:24:00,WH-CHI,Northeast,Electronics,139.19,2
ORD-001927,2025-11-09T04:38:00,WH-CHI,West,Home,46.61,3
ORD-001928,2025-04-18T14:40:00,WH-CHI,Southeast,Beauty,250.61,4
ORD-001929,2024-05-13T00:27:00,WH-CHI,Midwest,Electronics,40.4,4
ORD-001930,2025-07-25T04:04:00,WH-DAL,South,Sports,47.94,4
ORD-001931,2025-04-26T12:12:00,WH-CHI,Midwest,Home,97.18,3
ORD-001932,2025-12-25T04:08:00,WH-LAX,South,Electronics,62.85,1
ORD-001933,2024-06-13T12:24:00,WH-NJ,Northeast,Home,34.63,3
ORD-001934,2025-02-07T00:28:00,WH-CHI,Northeast,Electronics,29.81,5
ORD-001935,2025-11-23T01:10:00,WH-CHI,West,Grocery,225.32,2
ORD-001936,2024-10-15T09:53:00,WH-ATL,Northeast,Home,58.04,5
ORD-001937,2025-03-08T00:59:00,WH-ATL,West,Sports,96.71,1
ORD-001938,2024-04-06T18:53:00,WH-NJ,South,Home,206.25,5
ORD-001939,2025-06-21T13:31:00,WH-LAX,Southeast,Sports,9.58,2
ORD-001940,2024-09-15T23:07:00,WH-NJ,Northeast,Electronics,116.23,2
ORD-001941,2024-03-26T06:09:00,WH-CHI,West,Grocery,82.25,3
ORD-001942,2025-11-22T01:31:00,WH-DAL,South,Beauty,91.51,1
ORD-001943,2025-06-15T04:34:00,WH-CHI,West,Electronics,169.78,2
ORD-001944,2024-12-01T05:31:00,WH-NJ,West,Beauty,19.86,2
ORD-001945,2024-06-09T14:33:00,WH-CHI,Northeast,Home,99.68,4
ORD-001946,2025-03-04T23:10:00,WH-NJ,South,Grocery,28.46,4
ORD-001947,2025-11-10T08:49:00,WH-CHI,Midwest,Electronics,34.08,1
ORD-001948,2024-12-20T18:40:00,WH-LAX,Midwest,Electronics,85.16,2
ORD-001949,2024-06-10T18:13:00,WH-NJ,Southeast,Grocery,94.89,1
ORD-001950,2025-03-20T09:04:00,WH-LAX,South,Electronics,138.46,4
ORD-001951,2024-02-26T08:48:00,WH-LAX,South,Apparel,83.2,4
ORD-001952,2024-04-22T03:03:00,WH-LAX,Southeast,Sports,86.49,1
ORD-001953,2024-02-02T02:56:00,WH-CHI,West,Sports,34.02,3
ORD-001954,2024-08-17T10:04:00,WH-DAL,South,Home,64.88,1
ORD-001955,2024-12-14T07:12:00,WH-NJ,Southeast,Electronics,48.48,1
ORD-001956,2025-01-26T09:12:00,WH-ATL,South,Grocery,67.38,4
ORD-001957,2024-04-03T16:36:00,WH-LAX,South,Beauty,243.79,2
ORD-001958,2025-10-28T18:57:00,WH-DAL,Northeast,Sports,93.22,4
ORD-001959,2025-11-06T07:40:00,WH-LAX,Midwest,Grocery,86.31,5
ORD-001960,2024-04-19T23:00:00,WH-CHI,Northeast,Apparel,113.6,4
ORD-001961,2024-07-30T21:54:00,WH-LAX,Northeast,Beauty,85.79,3
ORD-001962,2024-04-02T07:28:00,WH-LAX,Northeast,Home,120.19,3
ORD-001963,2025-04-28T00:00:00,WH-CHI,Northeast,Grocery,114.0,2
ORD-001964,2025-05-30T00:42:00,WH-LAX,West,Apparel,62.86,4
ORD-001965,2025-01-06T02:39:00,WH-DAL,South,Sports,28.07,1
ORD-001966,2025-01-02T00:36:00,WH-DAL,Midwest,Home,73.08,2
ORD-001967,2025-01-01T03:14:00,WH-CHI,South,Beauty,35.19,5
ORD-001968,2024-11-10T01:18:00,WH-CHI,South,Home,14.84,1
ORD-001969,2024-12-15T23:53:00,WH-ATL,South,Beauty,20.17,5
ORD-001970,2024-09-30T09:39:00,WH-DAL,South,Sports,67.0,1
ORD-001971,2025-11-20T11:39:00,WH-CHI,Midwest,Sports,51.28,4
ORD-001972,2024-03-06T18:29:00,WH-LAX,Midwest,Sports,57.84,1
ORD-001973,2024-06-25T02:25:00,WH-CHI,West,Sports,92.28,1
ORD-001974,2025-11-09T19:12:00,WH-NJ,Midwest,Electronics,95.64,4
ORD-001975,2024-09-04T21:59:00,WH-ATL,West,Home,107.03,1
ORD-001976,2025-02-02T14:26:00,WH-DAL,Southeast,Beauty,48.61,4
ORD-001977,2025-11-01T00:32:00,WH-LAX,Southeast,Home,40.84,4
ORD-001978,2025-05-20T05:36:00,WH-DAL,West,Sports,202.98,4
ORD-001979,2025-08-10T17:35:00,WH-CHI,West,Sports,75.31,4
ORD-001980,2025-12-25T20:23:00,WH-LAX,South,Electronics,26.34,5
ORD-001981,2025-07-29T15:21:00,WH-NJ,Midwest,Sports,32.51,4
ORD-001982,2025-03-18T08:30:00,WH-ATL,West,Apparel,43.01,4
ORD-001983,2025-11-29T08:27:00,WH-DAL,Southeast,Apparel,60.48,3
ORD-001984,2025-03-28T06:28:00,WH-DAL,Northeast,Grocery,130.72,4
ORD-001985,2024-10-16T14:41:00,WH-NJ,Southeast,Grocery,100.24,1
ORD-001986,2025-06-30T18:42:00,WH-CHI,Midwest,Grocery,124.7,3
ORD-001987,2024-03-06T05:32:00,WH-DAL,Northeast,Grocery,26.86,5
ORD-001988,2024-10-12T09:06:00,WH-DAL,West,Electronics,70.73,4
ORD-001989,2024-08-30T05:09:00,WH-LAX,Southeast,Apparel,179.95,2
ORD-001990,2024-01-17T10:52:00,WH-ATL,West,Sports,68.24,2
ORD-001991,2025-06-24T05:34:00,WH-LAX,Midwest,Home,51.79,4
ORD-001992,2025-01-11T20:11:00,WH-LAX,South,Electronics,83.05,2
ORD-001993,2024-04-24T01:53:00,WH-DAL,West,Home,118.35,1
ORD-001994,2025-07-05T18:44:00,WH-ATL,West,Home,38.81,5
ORD-001995,2024-07-23T00:39:00,WH-DAL,West,Electronics,25.37,1
ORD-001996,2025-09-03T09:41:00,WH-DAL,Northeast,Apparel,23.29,1
ORD-001997,2024-05-18T04:06:00,WH-ATL,Northeast,Apparel,53.99,4
ORD-001998,2025-11-15T18:36:00,WH-NJ,Northeast,Beauty,64.67,4
ORD-001999,2025-02-09T18:47:00,WH-NJ,Midwest,Grocery,28.87,3
ORD-002000,2025-06-19T19:31:00,WH-LAX,Midwest,Beauty,86.51,3
ORD-002001,2025-12-29T03:59:00,WH-ATL,Midwest,Beauty,33.63,4
ORD-002002,2025-01-01T18:28:00,WH-LAX,South,Beauty,69.92,4
ORD-002003,2025-11-23T17:46:00,WH-ATL,Northeast,Grocery,37.94,1
ORD-002004,2024-03-15T14:34:00,WH-ATL,Southeast,Grocery,92.59,4
ORD-002005,2024-05-12T22:39:00,WH-DAL,West,Sports,60.47,4
ORD-002006,2025-09-19T07:18:00,WH-DAL,Southeast,Beauty,82.82,5
ORD-002007,2025-01-27T15:03:00,WH-NJ,Southeast,Home,41.9,1
ORD-002008,2024-12-21T18:06:00,WH-LAX,West,Home,36.52,4
ORD-002009,2025-07-18T12:31:00,WH-LAX,Southeast,Sports,47.61,4
ORD-002010,2024-12-19T07:15:00,WH-DAL,Northeast,Electronics,76.22,1
ORD-002011,2025-06-08T03:44:00,WH-LAX,Southeast,Beauty,60.99,3
ORD-002012,2025-12-26T12:53:00,WH-ATL,Midwest,Grocery,94.64,3
ORD-002013,2024-01-19T14:20:00,WH-LAX,Midwest,Apparel,61.04,3
ORD-002014,2025-01-07T19:31:00,WH-CHI,South,Apparel,255.04,1
ORD-002015,2024-06-29T06:05:00,WH-LAX,South,Apparel,61.94,3
ORD-002016,2025-12-05T00:18:00,WH-ATL,West,Beauty,96.13,5
ORD-002017,2025-12-24T08:47:00,WH-LAX,West,Apparel,136.83,1
ORD-002018,2025-08-22T13:27:00,WH-CHI,West,Electronics,187.25,2
ORD-002019,2025-11-13T01:16:00,WH-ATL,Midwest,Beauty,135.9,4
ORD-002020,2024-04-01T10:47:00,WH-CHI,South,Sports,98.9,1
ORD-002021,2025-12-01T11:49:00,WH-DAL,South,Apparel,108.92,4
ORD-002022,2024-08-26T15:04:00,WH-DAL,Northeast,Beauty,166.05,5
ORD-002023,2025-01-04T20:52:00,WH-CHI,Southeast,Apparel,85.39,5
ORD-002024,2025-11-18T06:56:00,WH-DAL,Midwest,Grocery,34.74,2
ORD-002025,2025-01-05T12:13:00,WH-NJ,Northeast,Grocery,52.14,2
ORD-002026,2025-12-13T13:39:00,WH-CHI,Northeast,Apparel,65.51,1
ORD-002027,2025-08-29T21:12:00,WH-DAL,West,Grocery,16.08,4
ORD-002028,2024-08-24T12:14:00,WH-CHI,Northeast,Apparel,100.83,1
ORD-002029,2025-01-28T16:29:00,WH-CHI,South,Apparel,8.09,3
ORD-002030,2024-09-11T16:58:00,WH-LAX,Southeast,Sports,36.38,5
ORD-002031,2024-08-14T20:19:00,WH-DAL,West,Home,152.14,4
ORD-002032,2025-05-09T12:21:00,WH-LAX,South,Home,35.33,4
ORD-002033,2025-04-25T02:10:00,WH-DAL,Midwest,Home,145.29,2
ORD-002034,2025-06-29T20:55:00,WH-DAL,Midwest,Sports,21.18,5
ORD-002035,2025-04-03T01:48:00,WH-DAL,Midwest,Grocery,23.83,4
ORD-002036,2025-02-14T17:17:00,WH-NJ,Northeast,Home,72.51,2
ORD-002037,2025-04-23T19:19:00,WH-DAL,Northeast,Home,40.47,2
ORD-002038,2024-07-16T02:48:00,WH-ATL,South,Beauty,165.23,1
ORD-002039,2025-04-14T23:44:00,WH-LAX,South,Grocery,69.38,1
ORD-002040,2025-11-23T16:30:00,WH-DAL,West,Sports,127.9,2
ORD-002041,2024-12-24T20:50:00,WH-DAL,Midwest,Grocery,56.99,1
ORD-002042,2024-11-27T02:33:00,WH-CHI,West,Sports,60.51,2
ORD-002043,2025-02-05T01:11:00,WH-CHI,Midwest,Apparel,32.02,2
ORD-002044,2024-05-11T06:10:00,WH-LAX,Southeast,Sports,56.11,1
ORD-002045,2025-09-03T21:28:00,WH-NJ,Northeast,Electronics,59.09,3
ORD-002046,2025-03-27T13:54:00,WH-LAX,Northeast,Apparel,108.08,3
ORD-002047,2024-10-07T20:11:00,WH-DAL,South,Apparel,77.76,3
ORD-002048,2024-06-22T12:22:00,WH-DAL,Northeast,Home,114.67,3
ORD-002049,2024-02-02T09:14:00,WH-NJ,Midwest,Home,69.7,4
ORD-002050,2024-08-24T19:52:00,WH-CHI,West,Apparel,102.41,3
ORD-002051,2024-08-19T05:54:00,WH-LAX,Midwest,Beauty,38.56,1
ORD-002052,2025-06-30T01:15:00,WH-CHI,South,Grocery,24.76,2
ORD-002053,2024-09-17T13:53:00,WH-NJ,South,Grocery,40.35,1
ORD-002054,2025-10-02T13:35:00,WH-CHI,Midwest,Grocery,57.28,5
ORD-002055,2025-03-24T02:56:00,WH-CHI,South,Apparel,9.48,1
ORD-002056,2024-06-13T18:25:00,WH-LAX,Southeast,Grocery,62.69,3
ORD-002057,2024-01-09T13:37:00,WH-CHI,West,Apparel,71.16,1
ORD-002058,2025-10-30T04:54:00,WH-ATL,West,Grocery,94.55,3
ORD-002059,2024-08-25T21:24:00,WH-ATL,Southeast,Home,86.15,4
ORD-002060,2025-09-10T21:22:00,WH-CHI,Midwest,Sports,26.6,2
ORD-002061,2025-07-15T09:14:00,WH-CHI,West,Grocery,111.89,5
ORD-002062,2024-10-27T13:42:00,WH-DAL,West,Beauty,131.74,3
ORD-002063,2025-04-30T17:27:00,WH-CHI,South,Beauty,123.81,5
ORD-002064,2024-04-20T01:22:00,WH-DAL,Midwest,Sports,135.07,5
ORD-002065,2025-01-17T11:04:00,WH-CHI,South,Apparel,67.58,5
ORD-002066,2025-07-14T02:41:00,WH-DAL,Midwest,Home,108.78,5
ORD-002067,2025-12-06T13:23:00,WH-NJ,South,Home,117.39,5
ORD-002068,2024-05-11T00:13:00,WH-CHI,West,Sports,366.79,2
ORD-002069,2025-03-06T10:15:00,WH-NJ,South,Beauty,175.15,2
ORD-002070,2024-02-11T04:18:00,WH-CHI,Midwest,Grocery,31.92,2
ORD-002071,2024-09-09T19:00:00,WH-LAX,South,Beauty,116.26,5
ORD-002072,2024-03-12T05:27:00,WH-NJ,Midwest,Grocery,23.77,3
ORD-002073,2024-02-28T09:06:00,WH-NJ,West,Grocery,153.81,3
ORD-002074,2025-04-06T17:25:00,WH-ATL,Northeast,Beauty,39.02,1
ORD-002075,2025-05-12T09:15:00,WH-DAL,South,Beauty,43.2,4
ORD-002076,2025-09-15T19:10:00,WH-ATL,Midwest,Beauty,42.35,2
ORD-002077,2025-01-07T17:25:00,WH-LAX,Southeast,Grocery,159.12,2
ORD-002078,2025-02-16T16:49:00,WH-NJ,Northeast,Apparel,36.11,3
ORD-002079,2024-05-07T07:28:00,WH-NJ,West,Home,8.98,2
ORD-002080,2024-10-07T12:37:00,WH-NJ,South,Beauty,54.23,5
ORD-002081,2025-11-06T14:52:00,WH-NJ,West,Apparel,52.5,3
ORD-002082,2025-06-10T10:44:00,WH-NJ,Southeast,Electronics,36.85,1
ORD-002083,2025-10-05T03:18:00,WH-ATL,West,Apparel,28.54,4
ORD-002084,2024-09-09T15:36:00,WH-NJ,South,Home,52.86,4
ORD-002085,2024-04-26T07:21:00,WH-LAX,West,Electronics,110.56,5
ORD-002086,2025-06-09T09:30:00,WH-LAX,Northeast,Home,87.5,4
ORD-002087,2025-11-25T20:03:00,WH-NJ,Southeast,Home,11.91,3
ORD-002088,2025-02-19T07:28:00,WH-CHI,South,Grocery,27.39,2
ORD-002089,2024-06-05T09:05:00,WH-ATL,Southeast,Beauty,82.84,4
ORD-002090,2024-12-01T01:48:00,WH-CHI,Southeast,Beauty,128.3,4
ORD-002091,2024-10-31T23:57:00,WH-LAX,Northeast,Beauty,47.75,4
ORD-002092,2025-04-21T22:12:00,WH-NJ,South,Apparel,42.33,5
ORD-002093,2025-02-20T08:02:00,WH-DAL,West,Beauty,178.47,1
ORD-002094,2024-08-15T18:59:00,WH-DAL,Northeast,Grocery,27.38,5
ORD-002095,2025-01-03T15:33:00,WH-NJ,Southeast,Beauty,9.86,4
ORD-002096,2025-11-14T14:54:00,WH-NJ,West,Grocery,88.54,5
ORD-002097,2025-01-31T22:16:00,WH-LAX,Northeast,Sports,86.28,1
ORD-002098,2025-02-21T06:06:00,WH-LAX,Northeast,Sports,73.47,5
ORD-002099,2025-07-22T13:25:00,WH-NJ,Northeast,Apparel,112.87,2
ORD-002100,2025-06-27T23:05:00,WH-LAX,Midwest,Electronics,100.32,5
ORD-002101,2025-04-09T07:08:00,WH-NJ,West,Grocery,46.72,2
ORD-002102,2025-01-19T15:16:00,WH-NJ,Midwest,Apparel,13.89,5
ORD-002103,2024-12-12T03:46:00,WH-DAL,Northeast,Beauty,77.35,1
ORD-002104,2024-10-19T22:33:00,WH-LAX,South,Beauty,94.23,3
ORD-002105,2024-07-05T03:48:00,WH-CHI,Midwest,Sports,91.45,4
ORD-002106,2025-02-05T00:11:00,WH-ATL,South,Home,66.29,1
ORD-002107,2025-12-16T13:30:00,WH-NJ,South,Grocery,67.1,2
ORD-002108,2024-02-27T12:52:00,WH-DAL,South,Electronics,66.68,4
ORD-002109,2024-08-11T13:10:00,WH-LAX,Southeast,Home,125.52,1
ORD-002110,2025-06-15T20:16:00,WH-ATL,Northeast,Sports,90.39,1
ORD-002111,2024-02-23T06:41:00,WH-CHI,Northeast,Electronics,83.46,3
ORD-002112,2025-02-15T09:56:00,WH-LAX,Midwest,Beauty,24.68,4
